names,scores,logfoldchanges,pvals,pvals_adj
LINC01629,0.028214874,20.729986,0.9774907747005507,1.0
RNF217-AS1,0.028214874,20.729986,0.9774907747005507,1.0
EFR3B,0.028214874,20.671041,0.9774907747005507,1.0
TERC,0.028214874,20.671041,0.9774907747005507,1.0
LINC01336,0.028214874,20.671041,0.9774907747005507,1.0
FFAR1,0.028214874,20.671041,0.9774907747005507,1.0
AC138356.1,0.028214874,20.78662,0.9774907747005507,1.0
CTBP1-AS,0.028214874,20.671041,0.9774907747005507,1.0
CNTNAP1,0.028214874,20.729986,0.9774907747005507,1.0
TTC9B,0.028214874,20.78662,0.9774907747005507,1.0
AC093525.7,0.028214874,20.671041,0.9774907747005507,1.0
MEP1A,0.028214874,20.944311,0.9774907747005507,1.0
ELANE,0.028214874,20.671041,0.9774907747005507,1.0
AC055811.3,0.028214874,20.671041,0.9774907747005507,1.0
AC090673.1,0.028214874,21.215914,0.9774907747005507,1.0
HOXB3,0.028214874,20.841118,0.9774907747005507,1.0
CCDC188,0.028214874,20.99327,0.9774907747005507,1.0
AC022762.2,0.028214874,20.729986,0.9774907747005507,1.0
AL590068.1,0.028214874,20.78662,0.9774907747005507,1.0
C1orf115,0.028214874,20.729986,0.9774907747005507,1.0
LMCD1,0.028214874,20.78662,0.9774907747005507,1.0
SYT12,0.028214874,21.040627,0.9774907747005507,1.0
IGHV3-74,0.028214874,20.671041,0.9774907747005507,1.0
AC009318.1,0.028214874,20.729986,0.9774907747005507,1.0
STK31,0.028214874,20.78662,0.9774907747005507,1.0
AL390198.1,0.028214874,20.841118,0.9774907747005507,1.0
TAMM41,0.027798507,0.19672671,0.9778228558942972,1.0
FOXK2,0.027627064,-0.04199125,0.9779595963298306,1.0
EGLN2,0.02723519,0.16356435,0.9782721483223823,1.0
LSM3,0.027124977,-0.23778757,0.978360054173389,1.0
PPP1R1C,0.027039254,20.60959,0.9784284255725825,1.0
ZNF860,0.027039254,20.78662,0.9784284255725825,1.0
DEPDC7,0.027039254,20.671041,0.9784284255725825,1.0
TRGV6,0.027039254,20.60959,0.9784284255725825,1.0
RAD21-AS1,0.027039254,20.729986,0.9784284255725825,1.0
AL358781.2,0.027039254,20.60959,0.9784284255725825,1.0
LINC01191,0.027039254,20.60959,0.9784284255725825,1.0
P2RY12,0.027039254,20.671041,0.9784284255725825,1.0
CA3,0.027039254,20.671041,0.9784284255725825,1.0
AL391839.2,0.027039254,20.60959,0.9784284255725825,1.0
AL450468.2,0.027039254,20.60959,0.9784284255725825,1.0
ANKRD34A,0.027039254,20.60959,0.9784284255725825,1.0
DEFB124,0.027039254,20.729986,0.9784284255725825,1.0
BHLHE40-AS1,0.027039254,20.60959,0.9784284255725825,1.0
AP000424.1,0.027039254,20.78662,0.9784284255725825,1.0
QPRT,0.027039254,20.671041,0.9784284255725825,1.0
RAB15,0.027039254,20.671041,0.9784284255725825,1.0
AL132801.1,0.027039254,20.841118,0.9784284255725825,1.0
AC092903.2,0.027039254,20.729986,0.9784284255725825,1.0
ESCO2,0.027039254,20.729986,0.9784284255725825,1.0
AL136987.1,0.027039254,20.78662,0.9784284255725825,1.0
USP41,0.027039254,20.60959,0.9784284255725825,1.0
CD79A,0.027039254,21.256605,0.9784284255725825,1.0
PRR19,0.027039254,20.60959,0.9784284255725825,1.0
AC099524.1,0.027039254,20.60959,0.9784284255725825,1.0
AL022323.1,0.027039254,20.671041,0.9784284255725825,1.0
AC005288.1,0.027039254,20.60959,0.9784284255725825,1.0
CNN1,0.027039254,21.040627,0.9784284255725825,1.0
SLC9A5,0.027039254,20.78662,0.9784284255725825,1.0
CDC25C,0.027039254,20.60959,0.9784284255725825,1.0
AC007336.2,0.027039254,20.60959,0.9784284255725825,1.0
SYCP3,0.027039254,20.671041,0.9784284255725825,1.0
TMEM26-AS1,0.027039254,20.729986,0.9784284255725825,1.0
Z98884.1,0.027039254,20.671041,0.9784284255725825,1.0
OCSTAMP,0.027039254,21.546513,0.9784284255725825,1.0
LOXL1-AS1,0.027039254,20.60959,0.9784284255725825,1.0
AC012640.1,0.027039254,20.671041,0.9784284255725825,1.0
GOLGA8Q,0.027039254,20.671041,0.9784284255725825,1.0
DNMT3B,0.027039254,20.671041,0.9784284255725825,1.0
CCR3,0.027039254,20.60959,0.9784284255725825,1.0
PTGER3,0.027039254,21.130924,0.9784284255725825,1.0
LINC01271,0.027039254,20.671041,0.9784284255725825,1.0
PRR4,0.027039254,20.671041,0.9784284255725825,1.0
OR10H1,0.027039254,20.841118,0.9784284255725825,1.0
ZFPM2,0.027039254,20.60959,0.9784284255725825,1.0
AC139795.2,0.027039254,20.60959,0.9784284255725825,1.0
AC139100.1,0.027039254,20.671041,0.9784284255725825,1.0
AC093668.3,0.027039254,20.60959,0.9784284255725825,1.0
SOX7,0.027039254,20.671041,0.9784284255725825,1.0
AC245297.2,0.027039254,20.60959,0.9784284255725825,1.0
AC096772.1,0.027039254,20.60959,0.9784284255725825,1.0
AC254633.1,0.027039254,20.60959,0.9784284255725825,1.0
HIST1H2AJ,0.027039254,20.729986,0.9784284255725825,1.0
SERF1B,0.027039254,20.60959,0.9784284255725825,1.0
AL360270.1,0.027039254,20.60959,0.9784284255725825,1.0
IGHV4-31,0.027039254,23.00981,0.9784284255725825,1.0
AL360181.2,0.027039254,20.60959,0.9784284255725825,1.0
AC087482.1,0.027039254,20.60959,0.9784284255725825,1.0
FAM83B,0.027039254,20.893635,0.9784284255725825,1.0
AL606469.1,0.027039254,20.60959,0.9784284255725825,1.0
AP000442.2,0.027039254,20.60959,0.9784284255725825,1.0
AL627309.1,0.027039254,20.60959,0.9784284255725825,1.0
SGIP1,0.027039254,20.671041,0.9784284255725825,1.0
AC116021.1,0.027039254,20.60959,0.9784284255725825,1.0
SAMD3,0.027039254,20.671041,0.9784284255725825,1.0
FXYD4,0.027039254,20.944311,0.9784284255725825,1.0
LINC00158,0.027039254,20.729986,0.9784284255725825,1.0
TIGIT,0.027039254,20.944311,0.9784284255725825,1.0
BGLAP,0.027039254,20.60959,0.9784284255725825,1.0
FAM89B,0.026941285,-0.24811986,0.9785065645085408,1.0
ERG28,0.026671873,0.34064803,0.9787214476435947,1.0
GSTM2,0.02664738,-0.53869164,0.9787409825508553,1.0
MTREX,0.026488181,0.1814364,0.9788679597582941,1.0
SH2D6,0.025863634,20.60959,0.9793661062510179,1.0
NPTXR,0.025863634,20.60959,0.9793661062510179,1.0
AC020558.1,0.025863634,20.78662,0.9793661062510179,1.0
JMJD7,0.025863634,20.54541,0.9793661062510179,1.0
NPR2,0.025863634,20.54541,0.9793661062510179,1.0
CKLF-CMTM1,0.025863634,20.54541,0.9793661062510179,1.0
AC020922.4,0.025863634,20.54541,0.9793661062510179,1.0
AC018638.6,0.025863634,20.54541,0.9793661062510179,1.0
AP000253.1,0.025863634,20.60959,0.9793661062510179,1.0
AP002852.1,0.025863634,20.60959,0.9793661062510179,1.0
DACT3-AS1,0.025863634,20.841118,0.9793661062510179,1.0
USP12-AS2,0.025863634,20.54541,0.9793661062510179,1.0
IFNW1,0.025863634,23.883873,0.9793661062510179,1.0
HGFAC,0.025863634,20.54541,0.9793661062510179,1.0
MAST1,0.025863634,20.54541,0.9793661062510179,1.0
FOXA3,0.025863634,20.729986,0.9793661062510179,1.0
LEP,0.025863634,20.841118,0.9793661062510179,1.0
CPA6,0.025863634,20.60959,0.9793661062510179,1.0
LINC01725,0.025863634,20.60959,0.9793661062510179,1.0
AL139423.1,0.025863634,20.54541,0.9793661062510179,1.0
RNF157,0.025863634,20.54541,0.9793661062510179,1.0
GAS2,0.025863634,20.54541,0.9793661062510179,1.0
PSMD6-AS1,0.025863634,20.54541,0.9793661062510179,1.0
CATSPER3,0.025863634,20.60959,0.9793661062510179,1.0
AL110115.2,0.025863634,20.54541,0.9793661062510179,1.0
SHOX2,0.025863634,20.671041,0.9793661062510179,1.0
C2orf66,0.025863634,20.60959,0.9793661062510179,1.0
EGOT,0.025863634,21.174044,0.9793661062510179,1.0
FAM71D,0.025863634,20.54541,0.9793661062510179,1.0
AP001043.1,0.025863634,20.671041,0.9793661062510179,1.0
IGKV1-17,0.025863634,20.54541,0.9793661062510179,1.0
LINC01887,0.025863634,20.60959,0.9793661062510179,1.0
C13orf46,0.025863634,20.54541,0.9793661062510179,1.0
AC022816.1,0.025863634,21.08648,0.9793661062510179,1.0
C4BPB,0.025863634,20.729986,0.9793661062510179,1.0
RASD2,0.025863634,20.841118,0.9793661062510179,1.0
FP236315.1,0.025863634,20.60959,0.9793661062510179,1.0
KIF15,0.025863634,20.54541,0.9793661062510179,1.0
KLC3,0.025863634,20.729986,0.9793661062510179,1.0
AL031432.5,0.025863634,20.54541,0.9793661062510179,1.0
AP002008.1,0.025863634,20.60959,0.9793661062510179,1.0
IGHV1-24,0.025863634,20.54541,0.9793661062510179,1.0
AC104109.2,0.025863634,20.54541,0.9793661062510179,1.0
LINC00636,0.025863634,20.60959,0.9793661062510179,1.0
HORMAD1,0.025863634,20.54541,0.9793661062510179,1.0
AC099541.1,0.025863634,20.54541,0.9793661062510179,1.0
PRRT3-AS1,0.025863634,20.54541,0.9793661062510179,1.0
FOXD4L1,0.025863634,20.54541,0.9793661062510179,1.0
AL031772.1,0.025863634,20.671041,0.9793661062510179,1.0
AC091045.1,0.025863634,20.54541,0.9793661062510179,1.0
SEC14L2,0.025863634,20.54541,0.9793661062510179,1.0
AL157912.1,0.025863634,20.54541,0.9793661062510179,1.0
TMEM156,0.025863634,20.729986,0.9793661062510179,1.0
MCPH1-AS1,0.025863634,20.54541,0.9793661062510179,1.0
AC025259.3,0.025863634,20.60959,0.9793661062510179,1.0
AP000919.2,0.025863634,20.54541,0.9793661062510179,1.0
TMEM204,0.025863634,20.60959,0.9793661062510179,1.0
FOXM1,0.025863634,20.78662,0.9793661062510179,1.0
KLHL31,0.025863634,20.729986,0.9793661062510179,1.0
FGFBP2,0.025863634,20.841118,0.9793661062510179,1.0
GGN,0.025863634,20.60959,0.9793661062510179,1.0
AL513320.1,0.025863634,20.54541,0.9793661062510179,1.0
AC120498.9,0.025863634,20.54541,0.9793661062510179,1.0
SFTPB,0.025863634,22.597235,0.9793661062510179,1.0
AC008622.2,0.025863634,20.60959,0.9793661062510179,1.0
AC044839.1,0.025863634,20.60959,0.9793661062510179,1.0
AC092647.5,0.025863634,20.54541,0.9793661062510179,1.0
AC145212.1,0.025863634,20.54541,0.9793661062510179,1.0
LINC02550,0.025863634,20.54541,0.9793661062510179,1.0
C6orf201,0.025863634,20.671041,0.9793661062510179,1.0
AC025178.1,0.025863634,20.54541,0.9793661062510179,1.0
MRPL39,0.025643205,0.13585123,0.9795419245913901,1.0
LINC01004,0.02494518,0.28189328,0.9800986891849809,1.0
AC012360.3,0.024920689,0.25776368,0.980118224962389,1.0
CCDC142,0.024896197,0.22495806,0.980137760751721,1.0
EXOC6B,0.024896197,0.22495806,0.980137760751721,1.0
PRPF4B,0.024712507,-0.22475871,0.9802842795506013,1.0
LINC01238,0.024688015,20.60959,0.980303815440813,1.0
AL138963.1,0.024688015,20.478247,0.980303815440813,1.0
MAP7D2,0.024688015,20.54541,0.980303815440813,1.0
PLBD1-AS1,0.024688015,20.478247,0.980303815440813,1.0
AC008083.2,0.024688015,20.478247,0.980303815440813,1.0
AC131009.2,0.024688015,20.478247,0.980303815440813,1.0
RAD9B,0.024688015,20.478247,0.980303815440813,1.0
AL358334.2,0.024688015,20.478247,0.980303815440813,1.0
SYT15,0.024688015,20.478247,0.980303815440813,1.0
AC010422.2,0.024688015,20.54541,0.980303815440813,1.0
VSTM4,0.024688015,20.478247,0.980303815440813,1.0
VPS37D,0.024688015,20.54541,0.980303815440813,1.0
AL162431.2,0.024688015,20.478247,0.980303815440813,1.0
TREML4,0.024688015,20.478247,0.980303815440813,1.0
LINC01909,0.024688015,20.54541,0.980303815440813,1.0
MAJIN,0.024688015,20.78662,0.980303815440813,1.0
CATSPERB,0.024688015,20.60959,0.980303815440813,1.0
AC087241.3,0.024688015,20.478247,0.980303815440813,1.0
AP001267.2,0.024688015,20.478247,0.980303815440813,1.0
STT3A-AS1,0.024688015,20.478247,0.980303815440813,1.0
NEXMIF,0.024688015,20.729986,0.980303815440813,1.0
ACADL,0.024688015,20.54541,0.980303815440813,1.0
TRDC,0.024688015,20.671041,0.980303815440813,1.0
AC002985.1,0.024688015,20.478247,0.980303815440813,1.0
RPH3A,0.024688015,20.478247,0.980303815440813,1.0
ZMYM4-AS1,0.024688015,20.478247,0.980303815440813,1.0
LINC01605,0.024688015,20.54541,0.980303815440813,1.0
CYTL1,0.024688015,20.671041,0.980303815440813,1.0
AC007292.2,0.024688015,20.478247,0.980303815440813,1.0
AC113414.1,0.024688015,20.60959,0.980303815440813,1.0
AC100835.1,0.024688015,20.478247,0.980303815440813,1.0
ZNF311,0.024688015,20.478247,0.980303815440813,1.0
AC019186.1,0.024688015,20.478247,0.980303815440813,1.0
SAG,0.024688015,20.60959,0.980303815440813,1.0
AL845472.1,0.024688015,20.54541,0.980303815440813,1.0
FTCD,0.024688015,20.671041,0.980303815440813,1.0
LINC00487,0.024688015,20.478247,0.980303815440813,1.0
ZNF30,0.024688015,20.478247,0.980303815440813,1.0
AC004585.1,0.024688015,20.478247,0.980303815440813,1.0
TMC7,0.024688015,20.478247,0.980303815440813,1.0
MEG8,0.024688015,20.54541,0.980303815440813,1.0
MYBL2,0.024688015,20.78662,0.980303815440813,1.0
AF064858.1,0.024688015,20.478247,0.980303815440813,1.0
AC004771.3,0.024688015,20.478247,0.980303815440813,1.0
AC073283.1,0.024688015,20.478247,0.980303815440813,1.0
RAMP3,0.024688015,20.841118,0.980303815440813,1.0
AC092384.1,0.024688015,20.478247,0.980303815440813,1.0
HTRA3,0.024688015,20.99327,0.980303815440813,1.0
PIF1,0.024688015,20.478247,0.980303815440813,1.0
AL358781.1,0.024688015,20.54541,0.980303815440813,1.0
EVC,0.024688015,20.478247,0.980303815440813,1.0
MUC2,0.024688015,21.256605,0.980303815440813,1.0
AC010245.2,0.024688015,20.478247,0.980303815440813,1.0
KLHL35,0.024688015,20.478247,0.980303815440813,1.0
AC005224.1,0.024688015,20.54541,0.980303815440813,1.0
AC005253.1,0.024688015,20.54541,0.980303815440813,1.0
CCM2L,0.024688015,20.54541,0.980303815440813,1.0
RNF152,0.024688015,20.478247,0.980303815440813,1.0
KCNMB4,0.024688015,20.478247,0.980303815440813,1.0
LIMS2,0.024688015,20.729986,0.980303815440813,1.0
MMP24,0.024688015,20.60959,0.980303815440813,1.0
AC025257.1,0.024688015,20.478247,0.980303815440813,1.0
TMEM200B,0.024688015,20.54541,0.980303815440813,1.0
TOX2,0.024688015,20.54541,0.980303815440813,1.0
AC090198.1,0.024688015,20.478247,0.980303815440813,1.0
AC002480.2,0.024688015,20.478247,0.980303815440813,1.0
PCOLCE-AS1,0.024688015,20.54541,0.980303815440813,1.0
ABLIM2,0.024688015,20.671041,0.980303815440813,1.0
XIRP1,0.024688015,21.84247,0.980303815440813,1.0
AL157402.2,0.024688015,20.478247,0.980303815440813,1.0
AL136985.3,0.024688015,20.54541,0.980303815440813,1.0
AC099669.1,0.024688015,20.60959,0.980303815440813,1.0
NIM1K,0.024688015,20.478247,0.980303815440813,1.0
CSE1L-AS1,0.024688015,20.478247,0.980303815440813,1.0
SPRED3,0.024688015,20.478247,0.980303815440813,1.0
ADGRG6,0.024688015,20.478247,0.980303815440813,1.0
TRAF5,0.024614537,0.2985442,0.9803624231822773,1.0
RBM4B,0.024283895,-0.22620353,0.9806261593260147,1.0
SCRN2,0.024100205,-0.24055842,0.9807726803227368,1.0
MCCC2,0.024051221,0.16185908,0.9808117526982826,1.0
KIF20B,0.024038974,-0.36211723,0.9808215207993652,1.0
SIK2,0.023561379,0.13513996,0.9812024789700579,1.0
CKAP2L,0.023512395,20.78662,0.9812415518468057,1.0
FXYD7,0.023512395,20.54541,0.9812415518468057,1.0
KCNG2,0.023512395,20.407806,0.9812415518468057,1.0
BMP6,0.023512395,20.54541,0.9812415518468057,1.0
AC006483.2,0.023512395,20.478247,0.9812415518468057,1.0
MFAP3L,0.023512395,20.407806,0.9812415518468057,1.0
FBLN1,0.023512395,20.671041,0.9812415518468057,1.0
AC011481.2,0.023512395,20.478247,0.9812415518468057,1.0
SSTR3,0.023512395,20.407806,0.9812415518468057,1.0
P2RX5,0.023512395,20.407806,0.9812415518468057,1.0
AL139352.1,0.023512395,20.478247,0.9812415518468057,1.0
HIST2H3PS2,0.023512395,20.407806,0.9812415518468057,1.0
SLC5A9,0.023512395,20.407806,0.9812415518468057,1.0
PCP2,0.023512395,20.407806,0.9812415518468057,1.0
AL662890.1,0.023512395,20.478247,0.9812415518468057,1.0
OR52I1,0.023512395,20.407806,0.9812415518468057,1.0
AL137230.1,0.023512395,20.729986,0.9812415518468057,1.0
COL4A2-AS1,0.023512395,20.407806,0.9812415518468057,1.0
AL512306.3,0.023512395,20.407806,0.9812415518468057,1.0
POLE2,0.023512395,20.478247,0.9812415518468057,1.0
TRAT1,0.023512395,20.671041,0.9812415518468057,1.0
AL022157.1,0.023512395,20.407806,0.9812415518468057,1.0
AP002954.1,0.023512395,20.407806,0.9812415518468057,1.0
HCN2,0.023512395,20.478247,0.9812415518468057,1.0
TFAP2A-AS1,0.023512395,20.407806,0.9812415518468057,1.0
AP001107.9,0.023512395,20.478247,0.9812415518468057,1.0
MAP3K14-AS1,0.023512395,20.407806,0.9812415518468057,1.0
NMNAT2,0.023512395,20.478247,0.9812415518468057,1.0
LINC01931,0.023512395,20.478247,0.9812415518468057,1.0
LNP1,0.023512395,20.407806,0.9812415518468057,1.0
AC069503.2,0.023512395,20.407806,0.9812415518468057,1.0
TRAPPC3L,0.023512395,20.407806,0.9812415518468057,1.0
LOXL2,0.023512395,20.407806,0.9812415518468057,1.0
RDH12,0.023512395,20.407806,0.9812415518468057,1.0
LINC01521,0.023512395,20.407806,0.9812415518468057,1.0
RBPMS-AS1,0.023512395,20.478247,0.9812415518468057,1.0
SEPT4-AS1,0.023512395,20.407806,0.9812415518468057,1.0
CASTOR2,0.023512395,20.407806,0.9812415518468057,1.0
OLFM1,0.023512395,20.478247,0.9812415518468057,1.0
IGLV3-9,0.023512395,21.040627,0.9812415518468057,1.0
XKRX,0.023512395,20.407806,0.9812415518468057,1.0
AL031714.1,0.023512395,20.407806,0.9812415518468057,1.0
FBXO24,0.023512395,20.407806,0.9812415518468057,1.0
SCNN1D,0.023512395,20.407806,0.9812415518468057,1.0
KIF26B,0.023512395,20.407806,0.9812415518468057,1.0
GNAO1,0.023512395,20.478247,0.9812415518468057,1.0
NKD2,0.023512395,20.54541,0.9812415518468057,1.0
XDH,0.023512395,20.407806,0.9812415518468057,1.0
Z98200.1,0.023512395,20.407806,0.9812415518468057,1.0
ANKS1B,0.023512395,20.60959,0.9812415518468057,1.0
LINC02076,0.023512395,20.60959,0.9812415518468057,1.0
GPR174,0.023512395,20.407806,0.9812415518468057,1.0
LYVE1,0.023512395,20.671041,0.9812415518468057,1.0
AC114928.1,0.023512395,20.54541,0.9812415518468057,1.0
LMCD1-AS1,0.023512395,20.478247,0.9812415518468057,1.0
AC024940.1,0.023512395,20.407806,0.9812415518468057,1.0
AC099063.1,0.023512395,20.407806,0.9812415518468057,1.0
AC013270.1,0.023512395,20.407806,0.9812415518468057,1.0
AC012668.3,0.023512395,20.478247,0.9812415518468057,1.0
TPM1-AS,0.023512395,20.478247,0.9812415518468057,1.0
TRIM74,0.023512395,20.407806,0.9812415518468057,1.0
AL033384.1,0.023512395,20.407806,0.9812415518468057,1.0
OOEP,0.023512395,20.478247,0.9812415518468057,1.0
WDR11-AS1,0.023512395,20.478247,0.9812415518468057,1.0
CXCR3,0.023512395,20.54541,0.9812415518468057,1.0
AL160272.2,0.023512395,20.407806,0.9812415518468057,1.0
AL161725.1,0.023512395,20.407806,0.9812415518468057,1.0
AC010359.1,0.023512395,20.407806,0.9812415518468057,1.0
AC007566.1,0.023512395,20.407806,0.9812415518468057,1.0
AC008906.2,0.023512395,20.407806,0.9812415518468057,1.0
CACNG8,0.023512395,20.478247,0.9812415518468057,1.0
AC068620.1,0.023512395,20.478247,0.9812415518468057,1.0
AL358472.3,0.023512395,20.407806,0.9812415518468057,1.0
SLC3A1,0.023512395,20.407806,0.9812415518468057,1.0
AC124016.2,0.023512395,20.407806,0.9812415518468057,1.0
AL356215.1,0.023512395,20.478247,0.9812415518468057,1.0
AC011773.4,0.023512395,20.407806,0.9812415518468057,1.0
ANXA8,0.023512395,21.08648,0.9812415518468057,1.0
ZNF491,0.023512395,20.478247,0.9812415518468057,1.0
OR2A1-AS1,0.023512395,20.407806,0.9812415518468057,1.0
CETP,0.023512395,20.407806,0.9812415518468057,1.0
AC244034.2,0.023512395,20.407806,0.9812415518468057,1.0
RAB9B,0.023512395,20.671041,0.9812415518468057,1.0
LINC02471,0.023512395,20.478247,0.9812415518468057,1.0
PF4V1,0.023512395,20.54541,0.9812415518468057,1.0
TLDC2,0.023512395,20.407806,0.9812415518468057,1.0
FSIP2,0.023512395,20.407806,0.9812415518468057,1.0
NOTCH2NL,0.02263068,0.14996411,0.981944871232745,1.0
REPS2,0.022581695,0.24963109,0.9819839449485002,1.0
AL391069.2,0.02256945,0.22495806,0.981993713384196,1.0
QRFP,0.022336775,20.333755,0.9821793141737207,1.0
TUBB2B,0.022336775,20.333755,0.9821793141737207,1.0
ELF5,0.022336775,20.407806,0.9821793141737207,1.0
PDGFRB,0.022336775,20.333755,0.9821793141737207,1.0
ISL2,0.022336775,20.333755,0.9821793141737207,1.0
KLHDC8A,0.022336775,20.60959,0.9821793141737207,1.0
DES,0.022336775,21.08648,0.9821793141737207,1.0
LINC01635,0.022336775,20.407806,0.9821793141737207,1.0
SPTA1,0.022336775,20.333755,0.9821793141737207,1.0
AC022098.3,0.022336775,20.333755,0.9821793141737207,1.0
AL844908.1,0.022336775,20.407806,0.9821793141737207,1.0
AC011990.1,0.022336775,20.478247,0.9821793141737207,1.0
AC008758.4,0.022336775,20.333755,0.9821793141737207,1.0
GNG11,0.022336775,21.130924,0.9821793141737207,1.0
AL359921.2,0.022336775,20.333755,0.9821793141737207,1.0
C1orf167,0.022336775,20.407806,0.9821793141737207,1.0
SYT6,0.022336775,20.333755,0.9821793141737207,1.0
C5orf17,0.022336775,20.333755,0.9821793141737207,1.0
AL135818.2,0.022336775,20.407806,0.9821793141737207,1.0
AL132780.1,0.022336775,20.333755,0.9821793141737207,1.0
KRT39,0.022336775,20.407806,0.9821793141737207,1.0
HSF2BP,0.022336775,20.478247,0.9821793141737207,1.0
AC116667.2,0.022336775,20.333755,0.9821793141737207,1.0
ZNF367,0.022336775,20.333755,0.9821793141737207,1.0
OR2I1P,0.022336775,20.54541,0.9821793141737207,1.0
AC106779.1,0.022336775,20.407806,0.9821793141737207,1.0
AC022201.2,0.022336775,20.333755,0.9821793141737207,1.0
AL451069.2,0.022336775,20.407806,0.9821793141737207,1.0
LINC02391,0.022336775,20.333755,0.9821793141737207,1.0
AC012511.1,0.022336775,20.333755,0.9821793141737207,1.0
LARGE2,0.022336775,20.407806,0.9821793141737207,1.0
LINC02021,0.022336775,20.478247,0.9821793141737207,1.0
KRT5,0.022336775,20.54541,0.9821793141737207,1.0
XPNPEP2,0.022336775,20.407806,0.9821793141737207,1.0
ART3,0.022336775,20.333755,0.9821793141737207,1.0
Z97055.2,0.022336775,20.407806,0.9821793141737207,1.0
LINC02211,0.022336775,20.333755,0.9821793141737207,1.0
SFTPD,0.022336775,20.478247,0.9821793141737207,1.0
GLIS2,0.022336775,20.333755,0.9821793141737207,1.0
CCR6,0.022336775,20.333755,0.9821793141737207,1.0
MAS1,0.022336775,20.333755,0.9821793141737207,1.0
THEGL,0.022336775,20.333755,0.9821793141737207,1.0
SLC26A7,0.022336775,20.333755,0.9821793141737207,1.0
SMIM15-AS1,0.022336775,20.333755,0.9821793141737207,1.0
AL109613.1,0.022336775,20.333755,0.9821793141737207,1.0
AC022784.3,0.022336775,20.407806,0.9821793141737207,1.0
AP001505.1,0.022336775,20.333755,0.9821793141737207,1.0
ZBTB12,0.022336775,20.478247,0.9821793141737207,1.0
STON1,0.022336775,20.407806,0.9821793141737207,1.0
AC093525.1,0.022336775,20.333755,0.9821793141737207,1.0
LINC01412,0.022336775,20.407806,0.9821793141737207,1.0
GPR143,0.022336775,20.54541,0.9821793141737207,1.0
LRRC32,0.022336775,20.54541,0.9821793141737207,1.0
AC090192.2,0.022336775,20.78662,0.9821793141737207,1.0
AC090152.1,0.022336775,20.407806,0.9821793141737207,1.0
SEC23A-AS1,0.022336775,20.333755,0.9821793141737207,1.0
RHBDL3,0.022336775,20.407806,0.9821793141737207,1.0
MKRN3,0.022336775,20.333755,0.9821793141737207,1.0
AL358334.3,0.022336775,20.333755,0.9821793141737207,1.0
TACR2,0.022336775,20.333755,0.9821793141737207,1.0
LINC00920,0.022336775,20.333755,0.9821793141737207,1.0
FRAS1,0.022336775,20.478247,0.9821793141737207,1.0
SERPINE2,0.022336775,20.671041,0.9821793141737207,1.0
AC106881.1,0.022336775,20.54541,0.9821793141737207,1.0
LOXHD1,0.022336775,20.333755,0.9821793141737207,1.0
AC097478.1,0.022336775,20.60959,0.9821793141737207,1.0
AC092849.1,0.022336775,20.407806,0.9821793141737207,1.0
ARL14,0.022336775,20.478247,0.9821793141737207,1.0
AC073349.1,0.022336775,20.333755,0.9821793141737207,1.0
PGLYRP2,0.022336775,20.333755,0.9821793141737207,1.0
AC084082.1,0.022336775,20.333755,0.9821793141737207,1.0
UNC5C,0.022336775,20.333755,0.9821793141737207,1.0
TFF1,0.022336775,21.40881,0.9821793141737207,1.0
LRRC66,0.022336775,20.333755,0.9821793141737207,1.0
KCNJ6,0.022336775,20.333755,0.9821793141737207,1.0
AL359182.1,0.022336775,20.333755,0.9821793141737207,1.0
EPB41L4A-DT,0.022336775,20.333755,0.9821793141737207,1.0
AL353807.2,0.022336775,20.333755,0.9821793141737207,1.0
RUNDC3A,0.022336775,20.333755,0.9821793141737207,1.0
SULF1,0.022336775,20.407806,0.9821793141737207,1.0
AC091153.3,0.022336775,20.333755,0.9821793141737207,1.0
AL160269.1,0.022336775,20.333755,0.9821793141737207,1.0
AL592078.1,0.022336775,20.333755,0.9821793141737207,1.0
AL157756.1,0.022336775,20.333755,0.9821793141737207,1.0
TNS4,0.022336775,21.040627,0.9821793141737207,1.0
AL035563.1,0.022336775,20.333755,0.9821793141737207,1.0
TRIM72,0.022336775,20.333755,0.9821793141737207,1.0
AC007376.2,0.022336775,20.333755,0.9821793141737207,1.0
AC005537.1,0.022336775,20.478247,0.9821793141737207,1.0
FAM189A2,0.022336775,20.407806,0.9821793141737207,1.0
ZNF572,0.022336775,20.407806,0.9821793141737207,1.0
NLRP6,0.022336775,20.333755,0.9821793141737207,1.0
PRDM5,0.022336775,20.333755,0.9821793141737207,1.0
TMEM59L,0.022336775,20.333755,0.9821793141737207,1.0
AL138995.1,0.022336775,20.333755,0.9821793141737207,1.0
LINC01989,0.022336775,20.333755,0.9821793141737207,1.0
RPRM,0.022336775,20.333755,0.9821793141737207,1.0
AC112487.1,0.022336775,20.407806,0.9821793141737207,1.0
WWTR1-AS1,0.022336775,20.407806,0.9821793141737207,1.0
ATP6V1FNB,0.022336775,20.333755,0.9821793141737207,1.0
ORC1,0.022336775,20.333755,0.9821793141737207,1.0
ELMOD1,0.022336775,20.407806,0.9821793141737207,1.0
DNAJA3,0.022312284,-0.15883933,0.982198851155221,1.0
PMPCA,0.02222656,-0.044414964,0.9822672306744722,1.0
SMN1,0.021675488,0.12253444,0.9827068163874023,1.0
DHDH,0.021626504,0.43331513,0.9827458909290687,1.0
